chart_id,track_id,artist_id,chart_name,week_date,peak_position,current_position,weeks_on_chart,movement
CHT_01625,TRK_04753,ART_0407,Indie Spotlight,2025-10-21,98,100,3,13
CHT_01626,TRK_05178,ART_0446,Top 100 Global,2014-04-16,81,98,2,16
CHT_01627,TRK_00751,ART_0557,Weekend Anthems,2026-04-27,51,64,7,-1
CHT_01628,TRK_04431,ART_0435,New Music Friday,2026-02-05,34,38,1,16
CHT_01629,TRK_00129,ART_0311,Top Streaming,2024-11-07,20,38,8,-7
CHT_01630,TRK_04160,ART_0008,Top 100 Global,2019-01-28,40,43,1,-13
CHT_01631,TRK_00531,ART_0437,Top Streaming,2025-10-26,89,98,9,-16
CHT_01632,TRK_04960,ART_0412,Weekend Anthems,2024-10-22,99,100,1,-24
CHT_01633,TRK_03933,ART_0355,Hot 100,2025-06-18,12,31,3,25
CHT_01634,TRK_03620,ART_0309,Viral 50,2026-04-08,43,50,3,-13
CHT_01635,TRK_00764,ART_0515,New Music Friday,2026-04-27,31,41,1,-11
CHT_01636,TRK_01277,ART_0483,Top 100 Global,2018-11-24,78,82,2,20
CHT_01637,TRK_05505,ART_0135,Top Streaming,2025-10-31,9,15,3,-4
CHT_01638,TRK_02626,ART_0025,Indie Spotlight,2026-03-25,95,98,2,-12
CHT_01639,TRK_03397,ART_0217,Hot 100,2026-04-27,75,83,1,8
CHT_01640,TRK_05713,ART_0026,Viral 50,2023-09-10,27,35,46,-19
CHT_01641,TRK_00457,ART_0627,Viral 50,2026-04-27,66,74,6,17
CHT_01642,TRK_05394,ART_0611,Top 100 Global,2012-06-30,91,100,4,-24
CHT_01643,TRK_05713,ART_0026,Indie Spotlight,2022-01-23,50,69,3,-29
CHT_01644,TRK_02470,ART_0651,Indie Spotlight,2018-10-04,75,77,9,-2
CHT_01645,TRK_05667,ART_0154,Top Streaming,2024-02-04,49,59,10,-17
CHT_01646,TRK_05809,ART_0154,New Music Friday,2026-03-02,97,98,9,6
CHT_01647,TRK_03300,ART_0413,New Music Friday,2026-02-02,65,83,6,-12
CHT_01648,TRK_04955,ART_0089,Indie Spotlight,2026-04-12,7,11,16,6
CHT_01649,TRK_00764,ART_0515,Hot 100,2026-04-27,21,31,3,5
CHT_01650,TRK_04955,ART_0089,Top 100 Global,2026-04-19,8,15,24,26
CHT_01651,TRK_03397,ART_0217,Top Streaming,2026-04-27,65,77,48,-25
CHT_01652,TRK_00129,ART_0311,New Music Friday,2025-10-02,19,27,5,-27
CHT_01653,TRK_04955,ART_0089,New Music Friday,2026-03-29,10,28,47,13
CHT_01654,TRK_00129,ART_0311,Top Streaming,2022-03-03,16,27,17,-18
CHT_01655,TRK_04698,ART_0527,Top 100 Global,2026-04-27,65,83,2,9
CHT_01656,TRK_05505,ART_0135,Indie Spotlight,2024-11-29,17,26,1,27
CHT_01657,TRK_01461,ART_0626,Hot 100,2026-01-12,23,43,7,0
CHT_01658,TRK_00129,ART_0311,Top 100 Global,2024-08-29,30,49,10,-20
CHT_01659,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,1,21,43,-8
CHT_01660,TRK_05505,ART_0135,Top Streaming,2025-09-19,18,30,15,-25
CHT_01661,TRK_00129,ART_0311,Weekend Anthems,2022-02-10,28,41,30,-7
CHT_01662,TRK_00129,ART_0311,New Music Friday,2024-09-19,30,49,9,-18
CHT_01663,TRK_04269,ART_0479,New Music Friday,2025-02-07,26,37,4,-30
CHT_01664,TRK_01976,ART_0651,Hot 100,2009-04-19,31,47,1,-10
CHT_01665,TRK_05916,ART_0621,Viral 50,2019-12-09,51,71,2,-6
CHT_01666,TRK_05478,ART_0655,Indie Spotlight,2026-01-11,48,54,10,-6
CHT_01667,TRK_02470,ART_0651,Hot 100,2020-12-24,75,93,1,-14
CHT_01668,TRK_04955,ART_0089,Top 100 Global,2026-04-05,6,15,1,-21
CHT_01669,TRK_05505,ART_0135,Hot 100,2024-11-08,12,21,38,16
CHT_01670,TRK_04955,ART_0089,Top Streaming,2026-03-22,3,11,52,-25
CHT_01671,TRK_02392,ART_0437,Indie Spotlight,2024-03-14,90,91,9,18
CHT_01672,TRK_05505,ART_0135,New Music Friday,2025-07-25,9,26,4,-9
CHT_01673,TRK_03397,ART_0217,Top 100 Global,2026-04-27,82,89,35,4
CHT_01674,TRK_03933,ART_0355,Top Streaming,2025-10-29,5,25,24,11
CHT_01675,TRK_00531,ART_0437,Weekend Anthems,2026-04-26,20,30,7,-25
CHT_01676,TRK_05950,ART_0581,Top Streaming,2023-03-16,67,70,2,14
CHT_01677,TRK_05478,ART_0655,Top 100 Global,2026-03-08,46,48,5,18
CHT_01678,TRK_04955,ART_0089,Hot 100,2026-03-15,5,8,45,-25
CHT_01679,TRK_04863,ART_0377,Weekend Anthems,2025-11-03,36,40,1,3
CHT_01680,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,65,79,22,15
CHT_01681,TRK_03763,ART_0031,Top 100 Global,2021-05-24,92,100,1,10
CHT_01682,TRK_00129,ART_0311,Indie Spotlight,2025-01-23,8,27,2,19
CHT_01683,TRK_04955,ART_0089,Indie Spotlight,2026-03-15,6,10,20,2
CHT_01684,TRK_05505,ART_0135,New Music Friday,2026-03-06,26,38,1,-21
CHT_01685,TRK_02523,ART_0664,New Music Friday,2025-09-23,29,36,4,17
CHT_01686,TRK_03397,ART_0217,Indie Spotlight,2026-04-27,72,74,11,19
CHT_01687,TRK_03933,ART_0355,Weekend Anthems,2025-06-25,6,25,1,11
CHT_01688,TRK_05011,ART_0437,Indie Spotlight,2020-10-13,55,66,4,24
CHT_01689,TRK_05096,ART_0487,Weekend Anthems,2025-11-17,61,65,3,-24
CHT_01690,TRK_05663,ART_0243,Top Streaming,2026-02-14,33,43,35,-7
CHT_01691,TRK_03351,ART_0414,Viral 50,2019-09-13,55,63,4,12
CHT_01692,TRK_00129,ART_0311,Hot 100,2024-12-05,18,34,3,21
CHT_01693,TRK_05505,ART_0135,Top Streaming,2025-08-22,19,29,10,23
CHT_01694,TRK_03482,ART_0319,Indie Spotlight,2026-04-02,34,43,3,-19
CHT_01695,TRK_04955,ART_0089,New Music Friday,2026-04-12,3,17,1,-24
CHT_01696,TRK_00116,ART_0045,Top Streaming,2022-07-24,81,93,2,21
CHT_01697,TRK_03757,ART_0487,New Music Friday,2025-09-05,100,100,1,-15
CHT_01698,TRK_05460,ART_0487,Top 100 Global,2021-04-27,88,91,4,-20
CHT_01699,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,97,100,20,22
CHT_01700,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,57,77,5,-9
CHT_01701,TRK_00272,ART_0447,Top 100 Global,2023-02-20,75,85,5,9
CHT_01702,TRK_03933,ART_0355,Top 100 Global,2025-12-31,28,41,9,29
CHT_01703,TRK_00123,ART_0467,New Music Friday,2025-11-25,26,41,5,8
CHT_01704,TRK_01706,ART_0043,Top Streaming,2025-11-28,72,75,7,-16
CHT_01705,TRK_00129,ART_0311,Top 100 Global,2025-02-27,12,23,26,-6
CHT_01706,TRK_00754,ART_0255,New Music Friday,2026-04-27,42,44,6,-18
CHT_01707,TRK_05663,ART_0243,Top 100 Global,2026-03-14,53,68,3,30
CHT_01708,TRK_00531,ART_0437,Top 100 Global,2026-03-08,100,100,17,-7
CHT_01709,TRK_03933,ART_0355,Indie Spotlight,2025-06-11,26,28,20,14
CHT_01710,TRK_04955,ART_0089,Viral 50,2026-04-19,2,9,11,14
CHT_01711,TRK_01362,ART_0177,New Music Friday,2020-12-04,79,81,1,21
CHT_01712,TRK_05667,ART_0154,Top 100 Global,2025-05-11,66,85,10,-16
CHT_01713,TRK_00864,ART_0381,Viral 50,2017-02-25,30,36,2,23
CHT_01714,TRK_01425,ART_0167,Indie Spotlight,2023-12-21,93,100,2,-2
CHT_01715,TRK_02626,ART_0025,Indie Spotlight,2026-04-01,39,45,1,2
CHT_01716,TRK_02502,ART_0649,Viral 50,2025-05-16,36,47,4,-2
CHT_01717,TRK_01225,ART_0517,Hot 100,2025-10-04,60,66,2,-15
CHT_01718,TRK_04085,ART_0405,Weekend Anthems,2026-03-07,21,26,10,-4
CHT_01719,TRK_02502,ART_0649,Viral 50,2026-02-20,71,81,7,-29
CHT_01720,TRK_05478,ART_0655,Viral 50,2026-02-15,45,46,6,-27
CHT_01721,TRK_00426,ART_0141,Viral 50,2025-04-04,80,95,8,-22
CHT_01722,TRK_04955,ART_0089,Viral 50,2026-03-15,2,2,12,10
CHT_01723,TRK_04955,ART_0089,Top Streaming,2026-03-22,3,19,27,27
CHT_01724,TRK_01321,ART_0286,Top 100 Global,2025-12-06,20,26,4,9
CHT_01725,TRK_05505,ART_0135,Hot 100,2025-08-08,9,28,3,28
CHT_01726,TRK_03034,ART_0442,New Music Friday,2025-11-12,74,94,32,6
CHT_01727,TRK_05713,ART_0026,Hot 100,2023-12-31,29,36,6,14
CHT_01728,TRK_00129,ART_0311,Indie Spotlight,2025-07-03,30,34,3,28
CHT_01729,TRK_00129,ART_0311,Top 100 Global,2021-08-12,10,26,30,20
CHT_01730,TRK_01461,ART_0626,Weekend Anthems,2024-06-17,20,32,13,10
CHT_01731,TRK_05505,ART_0135,Top 100 Global,2025-05-23,28,36,8,14
CHT_01732,TRK_03933,ART_0355,Top 100 Global,2025-08-27,11,12,6,-5
CHT_01733,TRK_03933,ART_0355,Viral 50,2025-10-29,28,44,8,27
CHT_01734,TRK_03933,ART_0355,Top Streaming,2025-07-30,25,45,22,27
CHT_01735,TRK_00142,ART_0347,Top 100 Global,2024-11-28,63,68,1,1
CHT_01736,TRK_00129,ART_0311,Indie Spotlight,2025-08-21,25,28,9,-22
CHT_01737,TRK_00751,ART_0557,Top Streaming,2026-04-27,24,37,3,14
CHT_01738,TRK_00364,ART_0368,New Music Friday,2025-06-12,52,62,1,5
CHT_01739,TRK_03397,ART_0217,Top 100 Global,2026-04-27,57,67,7,17
CHT_01740,TRK_05505,ART_0135,Viral 50,2024-12-27,7,13,2,26
CHT_01741,TRK_04955,ART_0089,Top Streaming,2026-03-29,3,20,13,30
CHT_01742,TRK_03861,ART_0465,Viral 50,2026-04-27,49,55,1,-29
CHT_01743,TRK_03535,ART_0437,Viral 50,2026-04-27,79,90,3,-17
CHT_01744,TRK_02127,ART_0343,Hot 100,2023-12-29,55,67,1,-11
CHT_01745,TRK_00129,ART_0311,Viral 50,2026-03-19,5,16,8,22
CHT_01746,TRK_05810,ART_0071,New Music Friday,2026-04-27,59,61,12,-22
CHT_01747,TRK_00531,ART_0437,Hot 100,2025-11-09,86,92,39,-9
CHT_01748,TRK_04955,ART_0089,Weekend Anthems,2026-04-19,5,17,10,29
CHT_01749,TRK_00129,ART_0311,New Music Friday,2023-08-10,5,25,14,-23
CHT_01750,TRK_05505,ART_0135,Top 100 Global,2025-01-10,12,24,8,1
CHT_01751,TRK_03397,ART_0217,New Music Friday,2026-04-27,34,38,5,-16
CHT_01752,TRK_02626,ART_0025,Top Streaming,2026-02-18,93,96,1,21
CHT_01753,TRK_00129,ART_0311,New Music Friday,2022-07-07,11,14,5,-5
CHT_01754,TRK_05608,ART_0103,New Music Friday,2026-04-27,67,86,8,-30
CHT_01755,TRK_03351,ART_0414,Top 100 Global,2023-06-23,21,39,1,30
CHT_01756,TRK_04955,ART_0089,Indie Spotlight,2026-04-05,10,20,18,-25
CHT_01757,TRK_01871,ART_0437,New Music Friday,2025-08-08,71,82,7,14
CHT_01758,TRK_03933,ART_0355,Hot 100,2026-01-14,26,40,1,-8
CHT_01759,TRK_02046,ART_0157,Top Streaming,2024-01-29,91,94,2,30
CHT_01760,TRK_04955,ART_0089,Indie Spotlight,2026-03-15,8,10,6,1
CHT_01761,TRK_00764,ART_0515,Top 100 Global,2026-04-27,65,78,3,-4
CHT_01762,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,42,56,5,8
CHT_01763,TRK_05663,ART_0243,Hot 100,2026-04-11,99,100,41,-27
CHT_01764,TRK_01766,ART_0441,New Music Friday,2020-08-18,56,73,1,20
CHT_01765,TRK_03763,ART_0031,Top 100 Global,2021-03-01,80,80,12,-13
CHT_01766,TRK_04567,ART_0389,New Music Friday,2024-10-08,68,76,1,-24
CHT_01767,TRK_00432,ART_0109,Indie Spotlight,2025-11-05,57,76,2,-13
CHT_01768,TRK_00129,ART_0311,Top Streaming,2022-10-06,17,19,31,-4
CHT_01769,TRK_05505,ART_0135,Indie Spotlight,2025-03-21,23,42,52,-23
CHT_01770,TRK_00426,ART_0141,Top 100 Global,2025-03-21,22,24,2,20
CHT_01771,TRK_00751,ART_0557,Top Streaming,2026-04-27,88,94,3,11
CHT_01772,TRK_03534,ART_0490,Viral 50,2020-03-25,72,77,6,-28
CHT_01773,TRK_00751,ART_0557,New Music Friday,2026-04-27,88,95,7,21
CHT_01774,TRK_02887,ART_0372,Viral 50,2026-04-26,58,65,1,15
CHT_01775,TRK_03933,ART_0355,New Music Friday,2025-11-12,6,7,8,-9
CHT_01776,TRK_01604,ART_0483,Viral 50,2024-11-17,69,79,3,3
CHT_01777,TRK_05764,ART_0478,Indie Spotlight,2026-04-27,35,39,2,-28
CHT_01778,TRK_02706,ART_0167,Top 100 Global,2022-03-09,38,44,2,26
CHT_01779,TRK_00567,ART_0381,Top 100 Global,2024-05-05,39,39,1,8
CHT_01780,TRK_00129,ART_0311,Hot 100,2025-08-07,17,29,20,14
CHT_01781,TRK_05923,ART_0377,Top 100 Global,2023-11-07,99,100,6,23
CHT_01782,TRK_01461,ART_0626,Top Streaming,2022-09-19,66,78,1,6
CHT_01783,TRK_05667,ART_0154,Top 100 Global,2026-04-19,80,82,5,-4
CHT_01784,TRK_00531,ART_0437,Indie Spotlight,2026-04-26,91,95,12,28
CHT_01785,TRK_05923,ART_0377,Top Streaming,2023-07-25,54,65,2,11
CHT_01786,TRK_03170,ART_0187,New Music Friday,2017-07-02,77,87,2,-28
CHT_01787,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,35,46,2,3
CHT_01788,TRK_03397,ART_0217,Weekend Anthems,2026-04-27,100,100,9,-26
CHT_01789,TRK_04955,ART_0089,Viral 50,2026-03-29,8,10,27,1
CHT_01790,TRK_03351,ART_0414,Top 100 Global,2025-02-14,44,58,7,27
CHT_01791,TRK_04301,ART_0027,Top Streaming,2026-04-04,79,88,14,26
CHT_01792,TRK_01461,ART_0626,Top Streaming,2025-03-24,65,84,26,0
CHT_01793,TRK_01294,ART_0011,Weekend Anthems,2026-03-31,41,53,1,-8
CHT_01794,TRK_04955,ART_0089,Top 100 Global,2026-04-26,2,17,8,8
CHT_01795,TRK_04657,ART_0458,Viral 50,2024-06-06,30,32,3,1
CHT_01796,TRK_04380,ART_0406,New Music Friday,2015-05-30,89,100,5,2
CHT_01797,TRK_01461,ART_0626,Top 100 Global,2025-08-25,43,63,1,-7
CHT_01798,TRK_03933,ART_0355,Viral 50,2025-12-10,11,28,9,-29
CHT_01799,TRK_03933,ART_0355,Indie Spotlight,2026-03-04,10,24,2,-15
CHT_01800,TRK_05505,ART_0135,Top 100 Global,2024-06-21,26,42,1,-1
CHT_01801,TRK_01461,ART_0626,Indie Spotlight,2026-03-23,58,63,7,11
CHT_01802,TRK_01799,ART_0543,Top Streaming,2024-11-29,60,73,2,-11
CHT_01803,TRK_03933,ART_0355,Indie Spotlight,2026-01-21,23,31,50,-27
CHT_01804,TRK_03351,ART_0414,Indie Spotlight,2024-04-19,48,49,27,23
CHT_01805,TRK_02502,ART_0649,Weekend Anthems,2026-01-09,59,66,19,5
CHT_01806,TRK_03933,ART_0355,Top Streaming,2025-09-03,11,20,1,15
CHT_01807,TRK_03034,ART_0442,Viral 50,2025-11-12,71,79,3,-13
CHT_01808,TRK_00531,ART_0437,Indie Spotlight,2026-03-29,41,46,4,22
CHT_01809,TRK_01362,ART_0177,New Music Friday,2025-08-08,100,100,1,27
CHT_01810,TRK_00129,ART_0311,Hot 100,2026-01-15,5,5,28,10
CHT_01811,TRK_02480,ART_0307,Top 100 Global,2025-10-23,98,100,1,3
CHT_01812,TRK_03397,ART_0217,Weekend Anthems,2026-04-27,44,54,9,20
CHT_01813,TRK_00129,ART_0311,Weekend Anthems,2023-05-04,11,24,6,11
CHT_01814,TRK_01706,ART_0043,Viral 50,2025-11-07,40,54,9,-28
CHT_01815,TRK_01183,ART_0060,New Music Friday,2026-03-05,20,26,3,-4
CHT_01816,TRK_05923,ART_0377,New Music Friday,2023-07-18,48,60,10,23
CHT_01817,TRK_00745,ART_0437,Viral 50,2026-04-27,93,100,3,-15
CHT_01818,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,3,12,33,4
CHT_01819,TRK_00129,ART_0311,Top 100 Global,2021-08-05,22,41,52,-8
CHT_01820,TRK_01604,ART_0483,Top 100 Global,2025-04-06,67,71,4,-4
CHT_01821,TRK_00531,ART_0437,Viral 50,2026-02-01,93,100,7,-25
CHT_01822,TRK_00129,ART_0311,Hot 100,2021-10-14,6,7,11,16
CHT_01823,TRK_05780,ART_0487,Top Streaming,2026-02-06,32,51,1,29
CHT_01824,TRK_03933,ART_0355,Hot 100,2025-12-31,24,33,22,-23
CHT_01825,TRK_00129,ART_0311,Hot 100,2021-10-07,11,14,22,7
CHT_01826,TRK_03933,ART_0355,Top 100 Global,2025-07-16,8,22,3,11
CHT_01827,TRK_00129,ART_0311,Indie Spotlight,2026-02-26,22,26,6,-21
CHT_01828,TRK_05505,ART_0135,Weekend Anthems,2025-04-04,15,24,3,23
CHT_01829,TRK_05505,ART_0135,Indie Spotlight,2026-01-16,21,29,15,-1
CHT_01830,TRK_05912,ART_0651,Indie Spotlight,2015-01-18,24,44,2,26
CHT_01831,TRK_03260,ART_0351,Viral 50,2026-04-27,55,63,2,-1
CHT_01832,TRK_00129,ART_0311,Hot 100,2022-12-29,14,19,23,1
CHT_01833,TRK_01517,ART_0007,Indie Spotlight,2026-03-04,73,81,13,-11
CHT_01834,TRK_01706,ART_0043,Top 100 Global,2025-11-21,35,53,7,-20
CHT_01835,TRK_00129,ART_0311,Weekend Anthems,2025-06-05,25,34,5,18
CHT_01836,TRK_00129,ART_0311,Viral 50,2022-04-14,9,10,35,26
CHT_01837,TRK_04955,ART_0089,New Music Friday,2026-04-12,8,21,48,-2
CHT_01838,TRK_01052,ART_0108,Weekend Anthems,2024-10-29,37,55,3,16
CHT_01839,TRK_00129,ART_0311,Hot 100,2025-11-06,17,20,27,-21
CHT_01840,TRK_00684,ART_0437,Weekend Anthems,2026-04-27,33,49,1,-22
CHT_01841,TRK_01911,ART_0677,Hot 100,2025-01-28,56,57,4,17
CHT_01842,TRK_05478,ART_0655,Indie Spotlight,2026-04-19,67,74,1,-12
CHT_01843,TRK_00129,ART_0311,Weekend Anthems,2025-10-02,10,22,16,26
CHT_01844,TRK_03198,ART_0508,Top Streaming,2026-02-17,47,50,2,-3
CHT_01845,TRK_03783,ART_0093,Top Streaming,2023-12-24,64,64,2,-11
CHT_01846,TRK_00764,ART_0515,Top Streaming,2026-04-27,53,62,23,-15
CHT_01847,TRK_00129,ART_0311,Weekend Anthems,2023-10-12,27,38,21,-14
CHT_01848,TRK_00569,ART_0178,Weekend Anthems,2026-02-02,39,55,3,-30
CHT_01849,TRK_05798,ART_0458,New Music Friday,2025-09-22,22,32,3,17
CHT_01850,TRK_00764,ART_0515,Hot 100,2026-04-27,65,72,19,12
CHT_01851,TRK_00304,ART_0603,Hot 100,2025-10-15,87,100,1,-28
CHT_01852,TRK_03783,ART_0093,Top 100 Global,2024-03-24,53,70,3,14
CHT_01853,TRK_00457,ART_0627,New Music Friday,2026-04-27,44,63,6,3
CHT_01854,TRK_05478,ART_0655,Weekend Anthems,2026-02-22,29,49,6,-30
CHT_01855,TRK_04955,ART_0089,Weekend Anthems,2026-04-05,1,10,26,-13
CHT_01856,TRK_04873,ART_0126,Top 100 Global,2023-05-11,95,100,1,3
CHT_01857,TRK_02462,ART_0167,Top Streaming,2024-06-12,88,90,1,3
CHT_01858,TRK_00129,ART_0311,Weekend Anthems,2023-06-08,27,45,2,-4
CHT_01859,TRK_05923,ART_0377,New Music Friday,2024-12-17,47,54,6,16
CHT_01860,TRK_03785,ART_0119,New Music Friday,2025-08-03,95,100,1,16
CHT_01861,TRK_01517,ART_0007,Viral 50,2026-02-11,44,53,13,-17
CHT_01862,TRK_05105,ART_0586,Top 100 Global,2025-10-15,100,100,3,-19
CHT_01863,TRK_05923,ART_0377,New Music Friday,2024-12-10,33,41,3,29
CHT_01864,TRK_03933,ART_0355,New Music Friday,2026-04-15,13,13,52,20
CHT_01865,TRK_00751,ART_0557,Weekend Anthems,2026-04-27,53,73,14,2
CHT_01866,TRK_01461,ART_0626,New Music Friday,2026-01-19,39,59,11,-21
CHT_01867,TRK_00129,ART_0311,Hot 100,2024-02-15,19,24,25,3
CHT_01868,TRK_03763,ART_0031,New Music Friday,2021-12-20,98,100,8,-18
CHT_01869,TRK_04955,ART_0089,Weekend Anthems,2026-04-05,3,6,5,-15
CHT_01870,TRK_04880,ART_0693,Weekend Anthems,2024-02-07,54,56,1,27
CHT_01871,TRK_04955,ART_0089,Top Streaming,2026-03-15,8,11,3,10
CHT_01872,TRK_03696,ART_0120,Weekend Anthems,2023-06-26,92,100,2,4
CHT_01873,TRK_03351,ART_0414,Hot 100,2024-04-26,86,97,19,30
CHT_01874,TRK_01956,ART_0018,Indie Spotlight,2018-07-22,42,48,14,-12
CHT_01875,TRK_04955,ART_0089,Hot 100,2026-03-15,4,20,4,21
CHT_01876,TRK_05907,ART_0138,Top 100 Global,2026-04-21,60,80,1,-10
CHT_01877,TRK_03397,ART_0217,Top 100 Global,2026-04-27,78,84,27,11
CHT_01878,TRK_05667,ART_0154,Weekend Anthems,2026-04-05,53,58,2,-5
CHT_01879,TRK_00764,ART_0515,Top 100 Global,2026-04-27,100,100,24,-3
CHT_01880,TRK_05663,ART_0243,Top 100 Global,2026-04-04,57,64,9,-14
CHT_01881,TRK_03933,ART_0355,Hot 100,2025-08-20,5,16,4,3
CHT_01882,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,1,18,10,-9
CHT_01883,TRK_01706,ART_0043,New Music Friday,2025-07-04,36,45,9,15
CHT_01884,TRK_01604,ART_0483,Weekend Anthems,2026-02-01,56,62,4,-27
CHT_01885,TRK_00129,ART_0311,New Music Friday,2025-06-26,29,39,50,14
CHT_01886,TRK_00129,ART_0311,New Music Friday,2025-07-03,11,21,4,-18
CHT_01887,TRK_02440,ART_0347,Viral 50,2025-07-06,59,67,2,9
CHT_01888,TRK_00764,ART_0515,New Music Friday,2026-04-27,63,78,18,28
CHT_01889,TRK_05198,ART_0608,Indie Spotlight,2026-04-27,90,100,1,10
CHT_01890,TRK_05923,ART_0377,Top 100 Global,2023-10-31,91,100,7,-30
CHT_01891,TRK_00129,ART_0311,Hot 100,2022-04-07,28,33,32,25
CHT_01892,TRK_04955,ART_0089,Hot 100,2026-04-05,3,11,52,29
CHT_01893,TRK_05667,ART_0154,New Music Friday,2025-08-31,83,98,14,-10
CHT_01894,TRK_00129,ART_0311,Indie Spotlight,2025-02-06,18,25,7,-30
CHT_01895,TRK_01461,ART_0626,Top 100 Global,2024-10-14,39,42,51,22
CHT_01896,TRK_00437,ART_0450,Viral 50,2025-07-08,55,60,2,-26
CHT_01897,TRK_03397,ART_0217,New Music Friday,2026-04-27,93,100,4,-26
CHT_01898,TRK_04955,ART_0089,Indie Spotlight,2026-04-05,1,1,7,28
CHT_01899,TRK_00129,ART_0311,Hot 100,2021-11-11,27,44,5,16
CHT_01900,TRK_05105,ART_0586,Top Streaming,2025-11-19,75,87,1,13
CHT_01901,TRK_03351,ART_0414,Indie Spotlight,2026-02-20,37,49,1,27
CHT_01902,TRK_00129,ART_0311,Weekend Anthems,2023-03-30,27,37,9,5
CHT_01903,TRK_05667,ART_0154,Top Streaming,2025-08-10,45,65,11,0
CHT_01904,TRK_05505,ART_0135,Top Streaming,2024-07-19,11,21,4,10
CHT_01905,TRK_02464,ART_0478,Hot 100,2026-04-27,65,71,2,30
CHT_01906,TRK_03933,ART_0355,New Music Friday,2026-02-18,20,27,11,-12
CHT_01907,TRK_00531,ART_0437,Hot 100,2025-10-12,52,67,21,-25
CHT_01908,TRK_05663,ART_0243,Weekend Anthems,2026-02-14,92,95,10,-22
CHT_01909,TRK_04955,ART_0089,Viral 50,2026-04-26,6,22,5,4
CHT_01910,TRK_05923,ART_0377,Top 100 Global,2024-05-28,46,50,1,23
CHT_01911,TRK_05505,ART_0135,Weekend Anthems,2024-06-28,27,35,15,22
CHT_01912,TRK_05086,ART_0381,Indie Spotlight,2025-04-02,92,100,52,-27
CHT_01913,TRK_00129,ART_0311,Weekend Anthems,2025-10-30,21,38,2,30
CHT_01914,TRK_04822,ART_0350,Indie Spotlight,2025-03-26,75,90,2,18
CHT_01915,TRK_05131,ART_0370,Viral 50,2023-03-20,67,85,2,2
CHT_01916,TRK_04955,ART_0089,Top 100 Global,2026-04-19,8,11,7,19
CHT_01917,TRK_04955,ART_0089,Hot 100,2026-04-19,3,12,26,-2
CHT_01918,TRK_04955,ART_0089,Indie Spotlight,2026-04-12,4,21,6,8
CHT_01919,TRK_02470,ART_0651,Viral 50,2016-05-12,21,31,2,-19
CHT_01920,TRK_04335,ART_0590,Indie Spotlight,2022-10-27,40,52,1,11
CHT_01921,TRK_05923,ART_0377,Hot 100,2024-10-29,89,100,7,-23
CHT_01922,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,68,70,37,21
CHT_01923,TRK_02189,ART_0141,Top 100 Global,2024-09-08,33,38,8,2
CHT_01924,TRK_04955,ART_0089,Top 100 Global,2026-03-15,5,12,34,-11
CHT_01925,TRK_00531,ART_0437,New Music Friday,2025-11-16,56,67,5,-18
CHT_01926,TRK_05505,ART_0135,Weekend Anthems,2024-06-14,17,31,12,23
CHT_01927,TRK_03933,ART_0355,Viral 50,2025-08-20,14,20,36,-16
CHT_01928,TRK_04289,ART_0030,Indie Spotlight,2026-04-27,92,100,2,16
CHT_01929,TRK_05505,ART_0135,New Music Friday,2024-11-01,10,17,11,-24
CHT_01930,TRK_00129,ART_0311,Top 100 Global,2022-06-09,28,38,16,-26
CHT_01931,TRK_00531,ART_0437,Viral 50,2025-11-30,80,80,11,15
CHT_01932,TRK_03534,ART_0490,Top Streaming,2017-05-24,24,30,3,-27
CHT_01933,TRK_00764,ART_0515,Hot 100,2026-04-27,100,100,5,26
CHT_01934,TRK_05505,ART_0135,Weekend Anthems,2026-03-06,11,14,2,-5
CHT_01935,TRK_03351,ART_0414,New Music Friday,2025-06-06,38,46,3,-25
CHT_01936,TRK_05713,ART_0026,Top 100 Global,2026-03-22,85,87,15,19
CHT_01937,TRK_05505,ART_0135,Indie Spotlight,2026-02-06,28,45,12,24
CHT_01938,TRK_05191,ART_0539,Hot 100,2024-02-23,65,69,1,-15
CHT_01939,TRK_02809,ART_0388,Weekend Anthems,2006-12-19,84,84,2,15
CHT_01940,TRK_04955,ART_0089,Top Streaming,2026-04-26,4,6,11,-22
CHT_01941,TRK_04955,ART_0089,Top Streaming,2026-03-22,9,24,3,20
CHT_01942,TRK_00129,ART_0311,Indie Spotlight,2023-07-13,24,30,9,-23
CHT_01943,TRK_01706,ART_0043,Viral 50,2025-12-26,88,96,2,8
CHT_01944,TRK_05086,ART_0381,Top Streaming,2023-02-08,97,100,2,7
CHT_01945,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,41,59,16,-2
CHT_01946,TRK_01930,ART_0327,New Music Friday,2026-04-14,49,60,2,-8
CHT_01947,TRK_00129,ART_0311,Top Streaming,2024-10-10,30,43,14,-21
CHT_01948,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,3,4,14,-13
