track_id,tempo_bpm,energy,danceability,valence,acousticness,loudness_db,instrumentalness,speechiness,liveness,key,mode,time_signature
TRK_01391,82,0.68,0.817,0.459,0.649,-4.88,0.032,0.034,0.209,10,1,4
TRK_01392,84,0.159,0.336,0.551,0.685,-11.59,0.075,0.066,0.026,4,0,4
TRK_01393,116,0.881,0.588,0.173,0.47,-4.85,0.008,0.103,0.227,10,0,4
TRK_01394,142,0.793,0.354,0.304,0.368,-3.83,0.1,0.082,0.145,6,0,4
TRK_01395,104,0.436,0.665,0.534,0.969,-8.55,0.266,0.512,0.02,4,0,4
TRK_01396,110,0.638,0.784,0.835,0.015,-7.21,0.087,0.034,0.068,10,0,5
TRK_01397,92,0.677,0.359,0.799,0.586,-10.13,0.029,0.024,0.125,3,0,4
TRK_01398,130,0.598,0.707,0.558,0.17,-5.02,0.276,0.063,0.076,0,0,4
TRK_01399,97,0.907,0.583,0.479,0.585,-12.14,0.159,0.129,0.098,6,1,4
TRK_01400,125,0.325,0.449,0.727,0.892,-5.55,0.137,0.098,0.016,3,1,4
TRK_01401,40,0.108,0.236,0.548,0.546,-4.43,0.029,0.048,0.394,6,0,4
TRK_01402,143,0.934,0.587,0.516,0.39,-12.02,0.09,0.268,0.125,2,1,4
TRK_01403,108,0.444,0.637,0.619,0.712,-8.56,0.216,0.147,0.11,5,1,4
TRK_01404,137,0.588,0.874,0.541,0.239,-4.91,0.172,0.017,0.142,4,0,4
TRK_01405,146,0.691,0.673,0.574,0.009,-6.94,0.011,0.061,0.214,4,0,4
TRK_01406,150,0.639,0.391,0.886,0.325,-10.76,0.002,0.227,0.099,8,1,6
TRK_01407,101,0.728,0.578,0.407,0.157,-9.35,0.021,0.521,0.275,7,1,4
TRK_01408,123,0.672,0.47,0.925,0.552,-3.27,0.061,0.102,0.008,2,0,4
TRK_01409,103,0.581,0.701,0.505,0.786,-14.51,0.042,0.167,0.073,9,1,4
TRK_01410,117,0.806,0.525,0.691,0.277,-12.13,0.214,0.264,0.029,1,0,4
TRK_01411,107,0.72,0.818,0.194,0.583,-14.19,0.019,0.48,0.118,10,0,4
TRK_01412,116,0.884,0.733,0.533,0.18,-4.51,0.014,0.084,0.194,8,1,4
TRK_01413,94,0.813,0.437,0.567,0.849,-7.05,0.007,0.241,0.459,8,1,4
TRK_01414,124,0.75,0.629,0.323,0.482,-4.13,0.151,0.107,0.003,1,0,6
TRK_01415,97,0.589,0.545,0.958,0.707,-12.15,0.047,0.021,0.428,6,1,4
TRK_01416,130,0.759,0.233,0.179,0.807,-5.44,0.084,0.113,0.08,11,0,4
TRK_01417,112,0.903,0.572,0.508,0.572,-12.27,0.272,0.035,0.095,11,0,4
TRK_01418,114,0.886,0.57,0.776,0.502,-13.4,0.018,0.083,0.345,2,1,4
TRK_01419,117,0.653,0.376,0.506,0.409,-3.95,0.012,0.039,0.275,0,1,4
TRK_01420,125,0.636,0.587,0.441,0.05,-10.4,0.13,0.033,0.342,6,0,4
TRK_01421,72,0.88,1.0,0.507,0.058,-5.33,0.069,0.721,0.446,10,0,4
TRK_01422,129,0.9,0.392,0.895,0.312,-5.03,0.031,0.291,0.034,7,1,4
TRK_01423,162,0.644,0.404,0.616,0.915,-4.65,0.133,0.017,0.156,9,1,4
TRK_01424,115,0.664,0.769,0.905,0.28,-8.41,0.096,0.393,0.145,3,0,4
TRK_01425,80,0.243,0.725,0.582,0.691,-12.28,0.018,0.008,0.202,11,1,4
TRK_01426,83,0.764,0.936,0.706,0.636,-3.54,0.077,0.024,0.262,2,1,4
TRK_01427,92,0.543,0.481,0.401,0.848,-8.75,0.043,0.14,0.464,4,0,4
TRK_01428,145,0.164,0.739,0.847,0.582,-9.43,0.037,0.182,0.123,0,1,4
TRK_01429,111,0.484,0.768,0.344,0.616,-4.62,0.112,0.184,0.254,6,1,4
TRK_01430,123,0.903,0.39,0.382,0.689,-12.0,0.1,0.046,0.054,8,1,4
TRK_01431,98,0.777,0.846,0.875,0.353,-11.67,0.063,0.579,0.194,5,1,4
TRK_01432,118,0.51,0.157,0.163,0.934,-4.58,0.247,0.032,0.196,3,0,4
TRK_01433,112,0.857,0.449,0.733,0.384,-7.29,0.019,0.149,0.148,1,1,4
TRK_01434,120,0.28,0.704,0.612,0.243,-6.18,0.017,0.072,0.263,5,0,4
TRK_01435,121,0.974,0.928,0.749,0.517,-11.16,0.107,0.465,0.039,2,1,4
TRK_01436,120,0.506,0.797,0.573,0.403,-5.94,0.007,0.077,0.068,2,0,4
TRK_01437,83,0.816,0.929,0.315,0.012,-11.75,0.021,0.707,0.144,8,0,4
TRK_01438,99,0.399,0.656,0.217,0.244,-4.56,0.124,0.05,0.138,5,1,4
TRK_01439,160,0.633,0.239,0.112,0.472,-6.29,0.028,0.049,0.485,11,1,4
TRK_01440,144,0.421,0.781,0.187,0.346,-13.55,0.099,0.172,0.08,0,1,5
TRK_01441,136,0.876,0.748,0.766,0.692,-14.28,0.212,0.09,0.13,1,0,3
TRK_01442,132,0.668,0.684,0.772,0.244,-3.26,0.265,0.054,0.086,10,0,4
TRK_01443,149,0.978,0.544,0.077,0.264,-12.22,0.033,0.061,0.133,10,1,4
TRK_01444,116,0.256,0.155,0.799,0.876,-7.43,0.153,0.013,0.12,2,1,4
TRK_01445,165,0.554,0.672,0.39,0.534,-14.14,0.115,0.219,0.177,0,0,4
TRK_01446,159,0.549,0.628,0.463,0.833,-7.51,0.186,0.036,0.024,3,0,4
TRK_01447,85,0.602,0.72,0.449,0.865,-10.54,0.019,0.116,0.401,5,0,4
TRK_01448,122,0.331,0.586,0.607,0.326,-11.63,0.009,0.068,0.069,6,1,4
TRK_01449,101,0.144,0.598,0.111,0.529,-5.69,0.058,0.214,0.012,7,0,4
TRK_01450,76,0.783,0.845,0.813,0.126,-8.9,0.182,0.573,0.341,4,1,4
TRK_01451,89,0.54,0.917,0.759,0.606,-12.14,0.051,0.168,0.102,3,0,4
TRK_01452,150,0.858,0.842,0.609,0.178,-7.98,0.015,0.006,0.25,10,0,4
TRK_01453,88,0.947,0.625,0.703,0.388,-6.17,0.006,0.094,0.285,1,1,4
TRK_01454,110,0.847,0.718,0.383,0.214,-8.9,0.081,0.003,0.059,1,1,6
TRK_01455,127,0.699,0.24,0.177,0.724,-3.01,0.019,0.019,0.039,7,1,5
TRK_01456,104,0.177,0.523,0.564,0.345,-6.88,0.105,0.048,0.066,5,1,4
TRK_01457,101,0.57,0.397,0.705,0.773,-8.55,0.062,0.079,0.45,11,0,4
TRK_01458,132,0.487,0.91,0.607,0.393,-10.08,0.08,0.239,0.067,2,0,4
TRK_01459,131,0.06,0.737,0.306,0.615,-11.95,0.022,0.107,0.611,4,0,4
TRK_01460,117,0.274,0.608,0.62,0.11,-8.1,0.001,0.065,0.098,2,0,4
TRK_01461,117,0.894,0.947,0.808,0.192,-3.93,0.071,0.585,0.121,2,0,4
TRK_01462,156,0.797,0.809,0.602,0.938,-3.75,0.124,0.286,0.229,5,0,4
TRK_01463,121,0.861,0.681,0.77,0.551,-7.61,0.08,0.163,0.462,0,1,4
TRK_01464,110,0.547,0.661,0.499,0.14,-9.72,0.028,0.393,0.074,2,0,4
TRK_01465,169,0.554,0.259,0.206,0.103,-10.84,0.146,0.278,0.157,7,1,4
TRK_01466,118,0.434,0.696,0.816,0.805,-9.41,0.087,0.09,0.137,8,0,4
TRK_01467,135,0.515,1.0,0.429,0.493,-4.89,0.085,0.013,0.017,1,0,3
TRK_01468,149,0.481,0.51,0.383,0.455,-12.56,0.141,0.068,0.201,6,1,4
TRK_01469,90,0.144,0.299,0.171,0.451,-13.23,0.024,0.033,0.091,2,1,4
TRK_01470,106,0.746,0.505,0.526,0.605,-13.27,0.056,0.444,0.141,0,1,6
TRK_01471,133,0.336,0.66,0.882,0.827,-13.29,0.07,0.049,0.14,0,1,6
TRK_01472,93,0.308,0.457,0.718,0.855,-7.82,0.036,0.047,0.289,11,0,4
TRK_01473,116,0.377,0.549,0.379,0.811,-5.48,0.033,0.038,0.257,11,0,4
TRK_01474,130,0.884,0.604,0.718,0.145,-11.74,0.107,0.198,0.001,4,0,4
TRK_01475,149,0.581,0.783,0.751,0.404,-5.25,0.047,0.084,0.15,3,1,4
TRK_01476,90,0.507,0.529,0.689,0.806,-5.3,0.046,0.144,0.006,3,0,3
TRK_01477,107,0.256,0.787,0.68,0.87,-8.42,0.001,0.07,0.079,3,0,4
TRK_01478,137,0.814,0.318,0.281,0.699,-3.18,0.006,0.03,0.072,5,0,5
TRK_01479,141,0.164,0.475,0.799,0.552,-6.69,0.017,0.16,0.001,11,0,4
TRK_01480,107,0.222,0.702,0.915,0.502,-10.1,0.246,0.098,0.009,7,1,4
TRK_01481,157,0.905,0.313,0.516,0.394,-14.38,0.082,0.03,0.353,9,1,4
TRK_01482,146,0.604,0.695,0.596,0.462,-12.28,0.013,0.079,0.231,2,0,4
TRK_01483,121,0.538,0.665,0.822,0.388,-13.76,0.079,0.007,0.348,8,0,4
TRK_01484,95,0.39,0.921,0.22,0.614,-5.47,0.042,0.107,0.057,8,1,6
TRK_01485,136,0.36,0.705,0.385,0.204,-14.79,0.146,0.064,0.352,4,0,4
TRK_01486,133,0.192,0.58,0.698,0.97,-10.82,0.009,0.031,0.097,10,0,4
TRK_01487,109,0.761,0.831,0.406,0.029,-6.87,0.027,0.855,0.57,7,1,5
TRK_01488,137,0.879,0.78,0.208,0.153,-6.82,0.011,0.086,0.326,5,1,4
TRK_01489,114,0.288,0.685,0.481,0.569,-11.68,0.086,0.202,0.41,3,1,4
TRK_01490,127,0.138,0.715,0.316,0.61,-14.57,0.251,0.025,0.592,2,1,4
TRK_01491,163,0.515,0.264,0.463,0.773,-6.92,0.031,0.203,0.116,11,0,4
TRK_01492,98,0.493,0.708,0.418,0.769,-3.07,0.016,0.028,0.105,3,0,4
TRK_01493,89,0.34,0.538,0.388,0.73,-5.59,0.05,0.047,0.227,0,1,4
TRK_01494,119,0.189,0.502,0.655,0.596,-11.82,0.265,0.107,0.038,10,1,4
TRK_01495,114,0.618,0.77,0.599,0.365,-13.92,0.027,0.244,0.101,1,1,3
TRK_01496,131,0.785,0.575,0.761,0.031,-3.38,0.098,0.037,0.29,8,1,4
TRK_01497,91,0.27,0.306,0.342,0.522,-7.04,0.282,0.082,0.041,10,0,4
TRK_01498,143,0.635,0.244,0.385,0.236,-9.41,0.189,0.093,0.082,2,0,6
TRK_01499,109,0.426,0.375,0.218,0.245,-7.03,0.086,0.158,0.089,8,1,5
TRK_01500,112,0.882,0.855,0.795,0.24,-11.63,0.199,0.429,0.362,0,1,4
TRK_01501,102,0.39,0.457,0.522,0.422,-4.85,0.073,0.163,0.134,0,1,4
TRK_01502,124,0.869,0.613,0.518,0.623,-12.98,0.235,0.012,0.188,10,1,4
TRK_01503,102,0.051,0.944,0.924,0.371,-12.67,0.061,0.001,0.193,10,0,3
TRK_01504,98,0.288,0.45,0.545,0.357,-8.71,0.047,0.085,0.011,5,0,4
TRK_01505,108,0.389,0.46,0.172,0.375,-10.17,0.065,0.005,0.07,5,0,4
TRK_01506,130,0.781,0.367,0.558,0.883,-7.05,0.053,0.017,0.194,8,0,4
TRK_01507,153,0.548,0.506,0.543,0.677,-11.9,0.025,0.156,0.446,3,1,4
TRK_01508,93,0.507,0.572,0.602,0.584,-6.22,0.028,0.059,0.116,7,0,4
TRK_01509,105,0.331,0.574,0.461,0.436,-3.7,0.035,0.01,0.022,1,0,4
TRK_01510,156,0.75,0.555,0.501,0.739,-14.98,0.221,0.024,0.203,9,0,4
TRK_01511,151,0.547,0.793,0.638,0.078,-5.12,0.038,0.044,0.12,7,1,4
TRK_01512,119,0.672,0.671,0.767,0.507,-12.66,0.002,0.24,0.553,4,1,4
TRK_01513,94,0.37,0.299,0.832,0.627,-13.3,0.072,0.025,0.037,7,0,4
TRK_01514,132,0.579,0.668,0.511,0.201,-11.22,0.165,0.152,0.224,9,0,3
TRK_01515,114,0.743,0.856,0.787,0.139,-12.34,0.101,0.73,0.179,11,0,3
TRK_01516,117,0.215,0.582,0.291,0.728,-7.88,0.19,0.012,0.052,7,0,4
TRK_01517,142,0.609,0.658,0.688,0.317,-7.63,0.056,0.094,0.218,7,1,4
TRK_01518,97,0.78,0.694,0.098,0.127,-9.79,0.019,0.36,0.101,11,0,3
TRK_01519,150,0.583,0.433,0.219,0.452,-9.78,0.023,0.049,0.078,0,0,4
TRK_01520,139,0.35,0.42,0.544,0.818,-13.92,0.082,0.035,0.024,11,1,6
TRK_01521,94,0.419,0.472,0.408,0.796,-5.26,0.227,0.173,0.23,5,1,4
TRK_01522,110,0.595,0.898,0.391,0.021,-4.84,0.085,0.514,0.038,8,1,4
TRK_01523,200,0.881,0.421,0.481,0.151,-5.56,0.046,0.042,0.03,8,1,4
TRK_01524,127,0.394,0.75,0.146,0.64,-11.94,0.253,0.093,0.204,5,1,4
TRK_01525,84,0.803,0.666,0.334,0.029,-5.91,0.036,0.8,0.007,3,1,4
TRK_01526,127,0.388,0.509,0.31,0.519,-6.9,0.005,0.16,0.167,4,1,4
TRK_01527,106,0.15,0.707,0.299,0.347,-9.78,0.075,0.087,0.016,9,1,6
TRK_01528,98,0.524,0.504,0.808,0.58,-4.06,0.021,0.054,0.283,6,1,4
TRK_01529,111,0.576,0.256,0.885,0.579,-12.3,0.001,0.169,0.062,0,1,4
TRK_01530,125,0.367,0.672,0.879,0.024,-10.3,0.021,0.157,0.34,2,0,4
TRK_01531,119,0.704,0.648,0.21,0.689,-3.64,0.289,0.045,0.133,6,1,4
TRK_01532,105,0.758,0.897,0.518,0.367,-9.69,0.272,0.074,0.567,11,0,4
TRK_01533,84,0.954,1.0,0.475,0.394,-4.31,0.074,0.373,0.168,4,1,4
TRK_01534,105,0.726,0.94,0.526,0.716,-12.29,0.273,0.08,0.334,4,0,4
TRK_01535,97,0.371,0.241,0.574,0.282,-9.87,0.063,0.001,0.084,2,0,3
TRK_01536,140,0.462,0.576,0.12,0.724,-4.58,0.02,0.144,0.209,8,0,4
TRK_01537,89,0.382,0.462,0.227,0.161,-5.52,0.023,0.008,0.539,8,0,4
TRK_01538,82,0.649,0.815,0.602,0.263,-8.42,0.059,0.296,0.363,3,1,4
TRK_01539,119,0.492,0.681,0.633,0.43,-8.15,0.011,0.175,0.399,8,0,4
TRK_01540,132,0.929,0.726,0.67,0.174,-11.68,0.054,0.057,0.426,8,0,4
TRK_01541,149,0.265,0.699,0.289,0.228,-5.39,0.066,0.289,0.01,5,0,4
TRK_01542,153,0.493,1.0,0.65,0.533,-8.51,0.068,0.287,0.152,8,1,4
TRK_01543,100,0.8,0.624,0.723,0.626,-6.71,0.29,0.176,0.299,0,1,5
TRK_01544,119,0.41,0.778,0.628,0.339,-13.41,0.318,0.081,0.063,3,0,4
TRK_01545,97,0.714,0.751,0.843,0.049,-14.43,0.074,0.743,0.152,5,0,4
TRK_01546,137,0.798,0.386,0.528,0.742,-11.72,0.023,0.365,0.16,6,0,4
TRK_01547,106,0.844,0.656,0.872,0.109,-8.69,0.211,0.466,0.263,2,1,5
TRK_01548,116,0.37,0.538,0.616,0.77,-6.16,0.131,0.042,0.144,9,1,4
TRK_01549,159,0.484,0.529,0.344,0.2,-11.36,0.181,0.062,0.093,7,1,3
TRK_01550,54,0.5,0.357,0.584,0.673,-12.84,0.11,0.212,0.22,5,0,3
TRK_01551,189,0.805,0.849,0.672,0.59,-9.72,0.032,0.002,0.087,11,1,4
TRK_01552,134,0.588,0.303,0.73,0.748,-7.05,0.018,0.063,0.099,6,1,4
TRK_01553,123,0.872,0.852,0.382,0.727,-11.04,0.05,0.251,0.168,8,0,4
TRK_01554,130,0.424,0.475,0.178,0.588,-3.9,0.029,0.033,0.204,3,0,4
TRK_01555,129,0.564,0.568,0.276,0.592,-12.68,0.024,0.001,0.063,6,0,4
TRK_01556,124,0.482,0.34,0.662,0.13,-10.73,0.018,0.134,0.098,6,1,4
TRK_01557,139,0.378,0.437,0.706,0.394,-11.7,0.038,0.009,0.1,8,0,4
TRK_01558,128,0.306,0.739,0.61,0.327,-5.57,0.069,0.156,0.061,7,1,4
TRK_01559,86,0.286,0.328,0.302,0.6,-5.76,0.007,0.349,0.131,2,1,4
TRK_01560,116,0.727,1.0,0.436,0.099,-9.14,0.017,0.007,0.035,10,0,4
TRK_01561,150,0.537,0.312,0.357,0.741,-12.45,0.094,0.22,0.062,3,1,4
TRK_01562,106,0.055,0.813,0.232,0.507,-5.28,0.065,0.007,0.079,3,1,4
TRK_01563,146,0.135,0.603,0.546,0.566,-14.5,0.007,0.062,0.281,6,1,4
TRK_01564,97,0.109,0.427,0.851,0.14,-6.28,0.306,0.156,0.111,2,0,5
TRK_01565,98,0.114,0.492,0.438,0.438,-10.67,0.283,0.09,0.173,9,0,4
TRK_01566,116,0.717,0.699,0.51,0.638,-4.66,0.073,0.033,0.113,0,0,4
TRK_01567,52,0.404,0.528,0.489,0.541,-14.29,0.033,0.138,0.116,9,1,4
TRK_01568,103,0.478,0.751,0.537,0.744,-10.98,0.097,0.043,0.073,3,1,4
TRK_01569,130,0.146,0.393,0.373,0.894,-8.09,0.037,0.156,0.146,2,1,4
TRK_01570,103,0.619,0.41,0.187,0.52,-5.9,0.01,0.129,0.0,0,1,4
TRK_01571,112,0.421,0.863,0.405,0.595,-3.54,0.065,0.202,0.06,3,0,4
TRK_01572,123,0.418,0.55,0.787,0.483,-8.58,0.096,0.032,0.01,9,1,4
TRK_01573,108,0.403,0.481,0.438,0.482,-11.41,0.074,0.093,0.193,3,1,6
TRK_01574,101,0.265,0.591,0.481,0.825,-4.25,0.153,0.046,0.384,11,0,4
TRK_01575,127,0.712,0.678,0.712,0.553,-4.43,0.005,0.327,0.085,1,0,4
TRK_01576,135,0.853,0.622,0.383,0.148,-3.65,0.156,0.031,0.044,4,1,4
TRK_01577,110,0.607,0.638,0.519,0.86,-3.93,0.08,0.04,0.011,11,1,4
TRK_01578,73,0.571,0.804,0.533,0.317,-14.75,0.011,0.575,0.082,7,1,4
TRK_01579,128,0.68,0.799,0.708,0.791,-12.97,0.028,0.1,0.19,4,1,4
TRK_01580,130,0.601,0.574,0.139,0.478,-8.06,0.041,0.028,0.349,3,1,4
TRK_01581,98,0.332,0.643,0.113,0.603,-9.15,0.022,0.121,0.391,7,0,4
TRK_01582,116,0.62,0.845,0.474,0.16,-7.8,0.037,0.157,0.076,4,0,4
TRK_01583,131,0.664,0.481,0.385,0.509,-14.62,0.171,0.182,0.192,9,1,4
TRK_01584,125,0.652,0.965,0.815,0.082,-9.82,0.149,0.148,0.029,7,0,4
TRK_01585,86,0.571,0.823,0.35,0.211,-8.41,0.053,0.596,0.069,9,1,4
TRK_01586,124,0.397,0.442,0.59,0.771,-7.43,0.074,0.003,0.201,5,1,4
TRK_01587,139,0.277,0.649,0.095,0.288,-3.13,0.109,0.256,0.047,5,1,4
TRK_01588,98,0.292,0.706,0.662,0.483,-5.17,0.069,0.13,0.227,7,0,6
TRK_01589,113,0.543,0.248,0.644,0.587,-10.44,0.086,0.121,0.02,9,1,4
TRK_01590,96,0.128,0.624,0.677,0.748,-14.05,0.019,0.117,0.209,1,0,4
TRK_01591,68,0.495,0.315,0.662,0.677,-10.85,0.072,0.258,0.011,10,0,4
TRK_01592,105,0.417,0.09,0.599,0.747,-10.38,0.059,0.108,0.043,10,1,4
TRK_01593,103,0.9,0.655,0.955,0.169,-14.68,0.092,0.256,0.088,0,1,5
TRK_01594,118,0.326,0.43,0.674,0.717,-10.02,0.031,0.114,0.352,7,0,4
TRK_01595,101,0.485,0.973,0.808,0.18,-10.65,0.02,0.842,0.024,6,0,4
TRK_01596,121,0.149,0.685,0.473,0.688,-8.62,0.12,0.004,0.037,0,0,3
TRK_01597,133,0.662,0.662,0.632,0.125,-8.26,0.076,0.04,0.057,4,0,3
TRK_01598,111,0.326,0.64,0.213,0.703,-5.47,0.204,0.35,0.117,11,1,4
TRK_01599,91,0.596,0.78,0.555,0.55,-4.14,0.001,0.207,0.061,5,1,3
TRK_01600,62,0.795,0.54,0.371,0.471,-7.09,0.213,0.179,0.026,9,1,4
TRK_01601,121,0.704,0.609,0.867,0.491,-5.81,0.006,0.011,0.149,3,0,4
TRK_01602,95,0.622,0.987,0.925,0.015,-3.97,0.012,0.816,0.122,7,0,4
TRK_01603,124,0.447,0.644,0.146,0.571,-6.68,0.012,0.0,0.142,1,1,4
TRK_01604,157,0.72,0.204,0.552,0.473,-9.6,0.038,0.099,0.011,10,1,4
TRK_01605,88,0.813,0.721,0.639,0.082,-5.64,0.099,0.887,0.021,1,1,4
TRK_01606,117,0.323,0.677,0.627,0.434,-6.24,0.058,0.09,0.043,9,0,4
TRK_01607,102,0.457,0.458,0.16,0.485,-10.01,0.055,0.044,0.071,6,1,4
TRK_01608,130,0.914,0.652,0.181,0.463,-9.06,0.004,0.52,0.155,8,1,4
TRK_01609,138,0.753,0.459,0.572,0.466,-3.56,0.043,0.015,0.161,2,0,4
TRK_01610,141,0.606,0.498,0.618,0.224,-13.1,0.006,0.305,0.021,6,0,4
TRK_01611,126,0.717,0.866,0.592,0.228,-14.16,0.297,0.082,0.082,4,0,5
TRK_01612,107,0.659,0.49,0.622,0.786,-8.99,0.012,0.018,0.076,1,0,5
TRK_01613,157,0.469,0.589,0.139,0.054,-13.6,0.109,0.004,0.269,4,1,4
TRK_01614,131,0.737,0.852,0.518,0.333,-9.91,0.006,0.018,0.078,7,1,4
TRK_01615,131,0.862,0.9,0.665,0.103,-8.85,0.205,0.041,0.286,7,0,4
TRK_01616,139,0.267,0.667,0.531,0.655,-8.89,0.164,0.019,0.041,2,1,4
TRK_01617,131,0.563,0.548,0.646,0.553,-9.84,0.086,0.02,0.136,5,1,4
TRK_01618,114,0.652,0.621,0.1,0.954,-8.55,0.087,0.075,0.146,11,0,4
TRK_01619,135,0.514,0.753,0.375,0.786,-12.8,0.318,0.349,0.448,8,0,4
TRK_01620,106,0.096,0.911,0.608,0.815,-9.98,0.043,0.085,0.159,8,0,4
TRK_01621,111,0.752,0.781,0.542,0.053,-9.1,0.016,0.037,0.165,9,0,4
TRK_01622,124,0.3,0.833,0.513,0.747,-9.14,0.001,0.013,0.15,2,1,4
TRK_01623,98,0.546,0.403,0.578,0.945,-3.38,0.082,0.039,0.103,8,1,5
TRK_01624,95,0.602,0.164,0.444,0.634,-12.02,0.053,0.051,0.303,10,0,3
TRK_01625,117,0.266,0.514,0.692,0.855,-10.68,0.146,0.084,0.149,4,0,6
TRK_01626,118,0.709,0.59,0.476,0.181,-5.26,0.371,0.116,0.066,9,1,4
TRK_01627,82,0.792,0.932,0.189,0.107,-7.93,0.112,0.484,0.161,0,1,4
TRK_01628,181,0.762,0.467,0.262,0.159,-8.07,0.061,0.086,0.08,1,1,4
TRK_01629,85,0.221,0.554,0.561,0.471,-8.26,0.026,0.003,0.047,10,1,4
TRK_01630,87,0.546,0.637,0.77,0.539,-11.16,0.069,0.181,0.129,5,0,3
TRK_01631,114,0.55,0.697,0.643,0.29,-9.38,0.084,0.012,0.298,7,0,4
TRK_01632,162,0.844,0.392,0.911,0.34,-7.15,0.13,0.273,0.501,0,1,4
TRK_01633,91,0.357,0.884,0.876,0.333,-3.12,0.013,0.096,0.074,3,1,4
TRK_01634,78,0.675,0.521,0.181,0.635,-14.82,0.053,0.014,0.259,6,0,4
TRK_01635,124,0.622,0.483,0.354,0.048,-10.66,0.024,0.103,0.101,1,1,4
TRK_01636,131,0.693,0.742,0.683,0.176,-14.58,0.09,0.075,0.151,5,1,6
TRK_01637,88,0.625,0.959,0.69,0.058,-7.51,0.263,0.776,0.186,7,0,4
TRK_01638,116,0.65,1.0,0.797,0.273,-12.88,0.128,0.067,0.078,7,0,4
TRK_01639,117,0.507,0.608,0.303,0.77,-13.87,0.205,0.043,0.058,6,1,4
TRK_01640,65,0.324,0.452,0.626,0.57,-9.89,0.102,0.0,0.098,4,0,3
TRK_01641,87,0.296,0.86,0.441,0.394,-4.16,0.032,0.026,0.079,4,1,4
TRK_01642,105,0.761,0.893,0.581,0.184,-7.42,0.026,0.697,0.332,0,0,4
TRK_01643,117,0.234,0.584,0.838,0.699,-6.94,0.172,0.079,0.149,0,1,4
TRK_01644,89,0.648,0.387,0.407,0.872,-8.58,0.141,0.076,0.062,0,1,4
TRK_01645,132,0.725,0.735,0.597,0.397,-6.23,0.027,0.041,0.278,5,1,4
TRK_01646,82,0.43,0.344,0.326,0.485,-3.03,0.005,0.157,0.178,0,0,4
TRK_01647,40,0.522,0.342,0.706,0.662,-4.62,0.06,0.071,0.186,3,0,4
TRK_01648,122,0.11,0.736,0.322,0.544,-14.18,0.139,0.037,0.043,0,1,4
TRK_01649,125,0.605,0.837,0.363,0.342,-8.76,0.115,0.014,0.49,4,0,4
TRK_01650,117,0.882,0.464,0.724,0.339,-3.5,0.084,0.007,0.147,7,1,4
TRK_01651,108,0.753,0.456,0.842,0.424,-9.46,0.03,0.258,0.492,2,1,4
TRK_01652,125,0.875,0.488,0.166,0.093,-5.29,0.105,0.236,0.09,8,0,4
TRK_01653,115,0.244,0.747,0.807,0.695,-11.57,0.061,0.02,0.114,2,1,4
TRK_01654,106,0.357,0.788,0.637,0.421,-12.71,0.005,0.091,0.33,11,1,4
TRK_01655,105,0.208,0.924,0.741,0.278,-14.58,0.003,0.043,0.038,2,1,4
TRK_01656,109,0.749,0.582,0.522,0.616,-11.45,0.11,0.012,0.006,3,1,4
TRK_01657,100,0.457,0.721,0.29,0.179,-9.08,0.11,0.67,0.041,4,1,4
TRK_01658,86,0.383,0.819,0.633,0.496,-5.99,0.087,0.159,0.235,9,0,3
TRK_01659,100,0.877,0.577,0.401,0.581,-10.56,0.035,0.138,0.144,5,0,4
TRK_01660,55,0.297,0.529,0.25,0.65,-10.63,0.017,0.193,0.281,10,1,4
TRK_01661,118,0.284,0.584,0.467,0.753,-10.2,0.007,0.127,0.003,11,0,5
TRK_01662,117,0.229,0.634,0.322,0.766,-10.53,0.083,0.083,0.124,6,1,4
TRK_01663,120,0.308,0.774,0.419,0.606,-5.42,0.082,0.292,0.164,10,1,4
TRK_01664,92,0.259,0.718,0.612,0.623,-3.67,0.112,0.034,0.05,4,1,4
TRK_01665,118,0.784,0.977,0.151,0.045,-7.98,0.014,0.002,0.081,11,1,4
TRK_01666,116,0.694,0.836,0.562,0.129,-12.98,0.038,0.277,0.44,8,1,5
TRK_01667,41,0.283,0.212,0.467,0.914,-14.54,0.109,0.316,0.166,8,0,4
TRK_01668,148,0.569,0.62,0.238,0.703,-5.61,0.086,0.017,0.351,10,1,4
TRK_01669,56,0.872,0.626,0.709,0.185,-11.12,0.067,0.464,0.37,1,0,4
TRK_01670,114,0.441,0.521,0.547,0.765,-9.85,0.058,0.015,0.077,11,1,4
TRK_01671,124,0.96,0.736,0.172,0.821,-8.71,0.065,0.097,0.055,3,0,4
TRK_01672,127,0.677,0.72,0.769,0.67,-11.46,0.158,0.238,0.33,5,0,4
TRK_01673,101,0.781,0.446,0.354,0.262,-14.88,0.036,0.214,0.126,6,1,4
TRK_01674,119,0.158,0.933,0.671,0.36,-8.72,0.019,0.022,0.123,7,0,4
TRK_01675,119,0.182,0.619,0.533,0.377,-10.65,0.084,0.022,0.072,8,1,4
TRK_01676,109,0.394,0.634,0.359,0.568,-11.73,0.052,0.028,0.16,3,1,4
TRK_01677,124,0.151,0.61,0.818,0.439,-11.01,0.123,0.208,0.179,0,0,4
TRK_01678,103,0.335,0.933,0.73,0.387,-10.79,0.008,0.06,0.194,7,1,4
TRK_01679,60,0.842,0.279,0.399,0.946,-6.9,0.091,0.205,0.153,3,0,4
TRK_01680,111,0.788,0.922,0.532,0.088,-3.46,0.081,0.527,0.289,4,0,4
