chart_id,track_id,artist_id,chart_name,week_date,peak_position,weeks_on_chart
2638,8872,91,US Hot 100,2022-02-02,121,20
2639,6315,6,APAC Pulse,2023-03-28,171,29
2640,13634,118,EU Top 200,2020-03-18,76,7
2641,5245,58,APAC Pulse,2017-05-20,30,3
2642,3058,24,Global Weekly,2019-12-28,144,26
2643,13625,85,Alternative 50,2019-11-20,85,46
2644,12997,248,Alternative 50,2017-10-11,190,37
2645,4571,72,Global Weekly,2023-03-27,178,33
2646,12785,104,Alternative 50,2024-11-03,81,28
2647,7802,213,Urban Chart,2017-01-04,157,23
2648,24,24,US Hot 100,2019-12-23,67,37
2649,11686,226,EU Top 200,2020-10-21,170,12
2650,1315,85,Global Weekly,2017-07-19,53,16
2651,10396,166,EU Top 200,2018-11-28,172,42
2652,11206,12,Latin Beats,2021-06-26,124,28
2653,4570,118,Alternative 50,2023-02-04,108,52
2654,11518,161,US Hot 100,2019-07-08,113,24
2655,11227,198,Alternative 50,2022-12-08,176,6
2656,5417,12,APAC Pulse,2022-04-07,54,8
2657,9852,183,Urban Chart,2021-09-29,63,39
2658,4265,43,Latin Beats,2019-11-17,179,30
2659,11730,106,Dance/Electronic 40,2021-01-14,5,48
2660,5930,230,Latin Beats,2022-12-23,2,17
2661,7913,62,Latin Beats,2024-05-05,111,15
2662,8324,109,Alternative 50,2015-05-27,162,44
2663,5927,59,EU Top 200,2024-07-11,66,24
2664,6719,179,Global Weekly,2019-03-13,92,21
2665,7881,217,Global Weekly,2024-12-06,52,50
2666,12691,70,APAC Pulse,2024-02-08,122,9
2667,299,33,APAC Pulse,2016-03-02,184,17
2668,6339,42,APAC Pulse,2016-04-20,75,27
2669,6686,4,Global Weekly,2021-12-08,175,38
2670,6847,192,EU Top 200,2018-02-07,161,6
2671,389,6,Alternative 50,2021-04-20,64,39
2672,3803,77,Alternative 50,2022-09-12,199,4
2673,10309,56,EU Top 200,2022-11-25,115,39
2674,9115,41,Dance/Electronic 40,2020-09-02,23,49
2675,773,240,EU Top 200,2023-07-02,44,32
2676,3982,248,APAC Pulse,2022-08-26,73,36
2677,10074,82,EU Top 200,2022-06-08,61,11
2678,11154,220,Urban Chart,2023-12-13,15,16
2679,5420,65,Alternative 50,2023-06-30,68,36
2680,6520,86,Dance/Electronic 40,2024-03-10,121,7
2681,1128,118,Dance/Electronic 40,2023-01-07,65,8
2682,5688,85,Dance/Electronic 40,2017-11-08,177,22
2683,11893,8,APAC Pulse,2022-04-22,159,29
2684,1976,221,Urban Chart,2021-12-01,128,51
2685,13527,84,EU Top 200,2024-12-22,155,27
2686,4553,6,Global Weekly,2021-12-21,95,51
2687,5532,199,Alternative 50,2023-02-24,53,8
2688,1590,54,APAC Pulse,2020-09-12,100,36
2689,5738,117,Global Weekly,2024-05-05,140,25
2690,6052,181,Alternative 50,2022-05-24,22,14
2691,8861,48,Global Weekly,2017-05-10,155,44
2692,9470,30,Alternative 50,2023-01-27,41,38
2693,14948,10,Alternative 50,2023-09-07,109,39
2694,6138,202,Dance/Electronic 40,2023-08-09,80,20
2695,12586,152,Latin Beats,2024-06-04,3,29
2696,8979,6,Alternative 50,2022-06-03,36,11
2697,14704,140,US Hot 100,2024-11-24,112,48
2698,2974,21,Dance/Electronic 40,2022-02-17,198,36
2699,5828,44,Global Weekly,2024-07-16,55,45
2700,2522,74,Dance/Electronic 40,2024-02-17,116,47
2701,565,213,US Hot 100,2017-03-15,8,33
2702,13635,147,APAC Pulse,2024-02-11,16,14
2703,9798,232,Alternative 50,2020-04-11,91,5
2704,1382,43,Alternative 50,2022-10-26,7,49
2705,6808,205,Global Weekly,2020-08-26,144,7
2706,7478,60,Urban Chart,2017-04-12,162,16
2707,12275,226,EU Top 200,2022-08-03,78,50
2708,10535,65,Urban Chart,2022-12-23,168,17
2709,77,77,APAC Pulse,2021-04-21,101,52
2710,3681,26,APAC Pulse,2022-11-26,114,2
2711,6978,166,APAC Pulse,2023-05-27,46,16
2712,7606,4,Urban Chart,2022-01-05,45,43
2713,1864,77,Global Weekly,2017-06-07,108,15
2714,9881,4,APAC Pulse,2018-04-04,130,16
2715,757,213,Latin Beats,2017-11-08,179,24
2716,12588,13,US Hot 100,2022-10-22,142,35
2717,8926,166,Urban Chart,2019-08-21,82,15
2718,6749,155,Urban Chart,2020-12-09,161,51
2719,12077,177,Latin Beats,2024-02-25,20,16
2720,881,212,Dance/Electronic 40,2016-03-02,150,3
2721,14785,26,Dance/Electronic 40,2023-03-18,95,12
2722,11043,28,Global Weekly,2022-10-21,29,25
2723,4649,179,EU Top 200,2017-12-27,54,35
2724,8839,250,US Hot 100,2015-05-13,10,26
2725,5285,100,Latin Beats,2018-04-05,192,24
2726,7131,192,Latin Beats,2020-10-19,193,18
2727,11861,24,Alternative 50,2018-10-27,54,40
2728,5758,160,Global Weekly,2022-11-13,65,16
2729,2640,170,EU Top 200,2024-09-02,67,31
2730,7642,228,US Hot 100,2022-06-22,104,14
2731,13768,164,Latin Beats,2020-01-15,56,34
2732,48,48,Alternative 50,2020-07-08,45,38
2733,9010,217,APAC Pulse,2024-11-16,36,6
2734,7775,20,Alternative 50,2024-01-21,51,30
2735,1977,102,Urban Chart,2016-08-31,136,49
2736,71,71,Urban Chart,2024-12-25,54,52
2737,883,162,APAC Pulse,2019-07-15,5,17
2738,14858,25,Global Weekly,2015-08-19,37,12
2739,2923,102,Latin Beats,2023-06-20,160,23
2740,7819,101,US Hot 100,2019-04-24,186,2
2741,7460,247,EU Top 200,2017-02-22,193,5
2742,7265,118,US Hot 100,2022-02-22,31,52
2743,1486,110,EU Top 200,2024-12-04,159,13
2744,7035,6,Urban Chart,2023-02-21,144,32
2745,11023,90,Global Weekly,2016-02-03,159,9
2746,5202,78,Alternative 50,2020-06-03,11,22
2747,6146,143,EU Top 200,2022-11-30,154,41
2748,2678,32,US Hot 100,2023-07-30,154,35
2749,9353,82,Dance/Electronic 40,2024-05-01,105,28
2750,4790,8,EU Top 200,2022-04-21,83,47
2751,1253,231,Latin Beats,2019-12-30,10,51
2752,1098,109,Alternative 50,2016-04-20,112,26
2753,3840,11,US Hot 100,2022-03-20,172,13
2754,5345,21,US Hot 100,2023-09-07,138,52
2755,1427,114,US Hot 100,2024-01-03,85,2
2756,14162,219,Latin Beats,2024-02-11,76,33
2757,7430,187,Global Weekly,2024-07-31,43,34
2758,2348,148,Alternative 50,2021-11-08,58,35
2759,11667,61,Urban Chart,2024-06-30,45,1
2760,14233,216,Dance/Electronic 40,2021-01-14,101,36
2761,1130,59,Alternative 50,2024-11-03,26,16
2762,13793,226,Urban Chart,2019-10-30,185,9
2763,14399,148,Global Weekly,2022-04-01,56,49
2764,11112,170,Latin Beats,2022-01-24,32,44
2765,9070,192,EU Top 200,2021-10-09,126,11
2766,6450,63,EU Top 200,2022-09-21,104,25
2767,550,56,Alternative 50,2024-07-04,170,7
2768,5798,181,EU Top 200,2021-08-17,76,47
2769,1641,189,Dance/Electronic 40,2021-01-13,61,26
2770,12878,52,EU Top 200,2017-08-26,173,44
2771,9757,99,EU Top 200,2022-04-28,136,3
2772,14688,163,Global Weekly,2018-01-17,54,21
2773,13563,67,Dance/Electronic 40,2022-01-26,58,17
2774,6585,1,Global Weekly,2015-10-21,14,23
2775,5741,25,Alternative 50,2019-04-10,118,45
2776,7515,217,Latin Beats,2023-01-13,128,27
2777,4693,56,US Hot 100,2021-01-14,155,39
2778,3946,159,Alternative 50,2024-04-21,98,7
2779,8301,194,Urban Chart,2024-05-31,117,42
2780,4491,221,Alternative 50,2022-03-02,30,50
2781,9447,14,Latin Beats,2023-09-02,78,14
2782,3945,192,APAC Pulse,2018-02-28,19,40
2783,6032,28,Global Weekly,2022-11-04,97,5
2784,3546,139,Dance/Electronic 40,2020-04-15,188,33
2785,7757,88,Alternative 50,2024-07-05,47,24
2786,6368,95,APAC Pulse,2024-08-22,175,3
2787,4101,147,Dance/Electronic 40,2024-08-25,134,46
2788,895,203,Latin Beats,2019-10-23,108,32
2789,705,196,APAC Pulse,2022-11-04,85,46
2790,9014,142,Alternative 50,2018-06-03,64,14
2791,11618,233,Alternative 50,2020-10-06,52,36
2792,1998,146,APAC Pulse,2017-09-13,131,20
2793,13852,10,Latin Beats,2022-05-02,3,32
2794,6996,186,APAC Pulse,2024-03-22,174,18
2795,11622,56,Urban Chart,2024-01-05,113,14
2796,5883,12,US Hot 100,2021-05-05,59,32
2797,1049,86,APAC Pulse,2021-09-15,51,41
2798,14334,168,Global Weekly,2018-07-18,138,42
2799,8577,109,Latin Beats,2017-09-13,168,6
2800,13195,146,US Hot 100,2020-04-22,79,41
2801,5308,86,Dance/Electronic 40,2018-11-15,121,31
2802,2653,237,Dance/Electronic 40,2024-08-31,38,18
2803,14066,74,Urban Chart,2023-07-15,42,39
2804,14601,215,US Hot 100,2023-12-07,12,22
2805,8690,154,Global Weekly,2023-08-25,154,25
2806,5333,222,Global Weekly,2022-08-17,21,22
2807,7965,201,Urban Chart,2018-11-07,34,18
2808,9645,188,US Hot 100,2023-01-20,48,16
2809,7938,222,Latin Beats,2019-08-21,94,24
2810,4506,75,Global Weekly,2024-08-08,114,36
2811,1821,58,Alternative 50,2019-10-27,162,24
2812,3011,30,Latin Beats,2023-08-05,52,44
2813,2621,69,US Hot 100,2020-12-14,107,4
2814,9354,70,Latin Beats,2017-11-09,195,1
2815,11696,141,Latin Beats,2018-01-31,34,50
2816,1224,90,Latin Beats,2016-04-06,189,14
2817,13512,193,EU Top 200,2024-03-26,145,15
2818,2130,53,APAC Pulse,2019-08-18,163,38
2819,13093,199,APAC Pulse,2024-09-06,157,4
2820,4137,23,Latin Beats,2017-07-05,93,30
2821,10382,213,Dance/Electronic 40,2023-06-07,119,29
2822,8903,29,EU Top 200,2023-02-09,196,52
2823,1428,151,EU Top 200,2016-04-27,108,42
2824,2409,228,Dance/Electronic 40,2016-07-13,194,28
2825,9415,232,APAC Pulse,2023-12-17,194,16
2826,4250,56,US Hot 100,2024-01-25,19,52
2827,9728,105,Dance/Electronic 40,2023-05-17,68,11
2828,7567,202,Dance/Electronic 40,2023-08-02,124,33
2829,7814,231,EU Top 200,2024-06-16,139,34
2830,5317,122,US Hot 100,2023-02-15,125,8
2831,10504,249,Global Weekly,2023-08-24,17,10
2832,6553,138,EU Top 200,2022-08-24,123,16
2833,6078,56,EU Top 200,2017-01-12,86,29
2834,5755,27,US Hot 100,2022-03-09,7,31
2835,1629,24,Alternative 50,2018-07-28,64,14
2836,10807,41,EU Top 200,2020-04-01,147,20
2837,3898,11,Alternative 50,2022-12-27,26,18
2838,10732,58,Alternative 50,2022-08-19,31,32
2839,3248,28,Latin Beats,2019-08-31,11,43
2840,14643,96,EU Top 200,2020-01-19,160,1
2841,969,172,EU Top 200,2024-02-11,134,21
2842,8817,188,US Hot 100,2024-08-24,162,29
2843,1355,81,Urban Chart,2023-03-19,94,4
2844,13038,170,EU Top 200,2020-02-17,194,10
2845,6083,95,Alternative 50,2024-03-31,157,8
2846,9706,82,EU Top 200,2017-02-01,70,24
2847,9949,92,Global Weekly,2023-08-25,182,20
2848,2390,100,Dance/Electronic 40,2023-12-19,52,29
2849,13757,211,APAC Pulse,2021-07-28,28,40
2850,9924,77,US Hot 100,2024-01-20,13,33
2851,765,187,Urban Chart,2023-10-11,62,14
2852,8929,57,EU Top 200,2024-06-18,153,14
2853,1247,125,Alternative 50,2021-07-08,161,49
2854,11871,86,EU Top 200,2019-10-07,75,41
2855,11776,86,Latin Beats,2024-12-20,147,33
2856,14697,239,APAC Pulse,2023-03-04,116,25
2857,2610,35,Alternative 50,2015-04-08,178,13
2858,12093,82,Dance/Electronic 40,2019-10-12,144,28
2859,3731,109,Alternative 50,2020-03-18,27,28
2860,6515,203,Dance/Electronic 40,2018-07-25,195,11
2861,13806,145,Alternative 50,2016-11-30,37,6
2862,369,217,US Hot 100,2024-09-14,189,40
2863,11375,216,US Hot 100,2024-03-11,117,14
2864,1578,187,Latin Beats,2021-01-20,149,9
2865,1592,181,US Hot 100,2024-01-07,170,21
2866,9002,164,Latin Beats,2023-05-31,140,21
2867,11978,149,APAC Pulse,2015-07-08,51,16
2868,3572,225,APAC Pulse,2024-07-17,171,41
2869,5733,86,Dance/Electronic 40,2024-04-24,103,21
2870,8731,217,Global Weekly,2023-11-25,197,5
2871,7831,177,EU Top 200,2024-02-21,151,39
2872,13209,213,Urban Chart,2015-08-12,97,51
2873,38,38,Global Weekly,2023-06-06,129,46
2874,13025,77,EU Top 200,2024-04-10,194,50
2875,14349,6,Dance/Electronic 40,2021-04-13,12,45
2876,13616,18,Alternative 50,2024-03-17,125,38
2877,5687,223,Dance/Electronic 40,2023-11-10,161,22
2878,14995,237,EU Top 200,2024-12-08,167,24
2879,2132,52,Urban Chart,2022-02-24,8,2
2880,7076,249,Latin Beats,2021-09-23,186,3
2881,7886,115,Dance/Electronic 40,2020-07-07,6,7
2882,13615,22,Global Weekly,2021-02-24,70,29
2883,1434,183,US Hot 100,2022-01-12,84,40
2884,8896,24,Global Weekly,2022-04-08,34,6
2885,12215,96,Dance/Electronic 40,2021-08-12,72,4
2886,4906,47,US Hot 100,2023-10-04,51,37
2887,14353,229,Dance/Electronic 40,2023-01-28,68,32
2888,7126,133,Global Weekly,2024-04-21,181,3
2889,7166,123,Latin Beats,2022-05-18,33,49
2890,4717,183,Urban Chart,2017-05-10,140,8
2891,13749,85,APAC Pulse,2015-10-14,74,36
2892,11110,141,Latin Beats,2024-08-07,139,14
2893,9045,245,US Hot 100,2023-06-17,138,21
2894,7493,77,APAC Pulse,2019-06-26,172,5
2895,1266,32,Latin Beats,2023-05-08,173,21
2896,12720,79,Global Weekly,2024-09-01,158,36
2897,5737,51,Latin Beats,2019-08-07,109,12
2898,10983,135,APAC Pulse,2020-04-01,103,51
2899,1824,189,Global Weekly,2018-01-10,160,28
2900,5302,191,US Hot 100,2019-12-23,9,31
2901,258,32,EU Top 200,2021-02-21,47,52
2902,1287,183,Latin Beats,2015-03-11,142,33
2903,11435,102,Latin Beats,2024-10-15,17,2
2904,11004,153,EU Top 200,2024-05-05,37,15
2905,14480,87,US Hot 100,2023-09-01,148,31
2906,5139,24,APAC Pulse,2023-10-23,45,5
2907,10366,228,Latin Beats,2020-04-22,65,27
2908,8251,202,Global Weekly,2016-03-30,26,28
2909,10584,201,APAC Pulse,2019-09-25,170,32
2910,5278,203,Global Weekly,2020-06-01,94,3
2911,9556,198,Alternative 50,2020-03-10,200,17
2912,8239,50,EU Top 200,2024-12-25,108,18
2913,12406,172,Global Weekly,2021-01-30,66,16
2914,4034,12,Global Weekly,2020-03-19,159,15
2915,633,11,Dance/Electronic 40,2019-11-06,85,2
2916,8709,55,APAC Pulse,2019-05-19,79,17
2917,1083,65,Global Weekly,2022-11-25,102,16
2918,694,118,Global Weekly,2018-07-11,119,10
2919,4304,18,Alternative 50,2016-06-30,158,2
2920,7346,64,US Hot 100,2021-05-05,130,7
2921,8703,149,Urban Chart,2024-10-09,47,23
2922,13493,67,EU Top 200,2020-09-09,175,2
2923,14475,186,APAC Pulse,2022-10-28,104,22
2924,14503,221,EU Top 200,2016-05-18,64,12
2925,11094,111,Dance/Electronic 40,2020-10-07,65,40
2926,14112,93,Alternative 50,2022-08-11,100,5
2927,1704,82,Global Weekly,2020-07-29,191,13
2928,5000,93,Dance/Electronic 40,2024-09-19,41,10
2929,1984,107,Latin Beats,2023-08-11,142,6
2930,1175,228,Latin Beats,2023-11-12,147,44
2931,9242,27,Dance/Electronic 40,2024-05-29,116,40
2932,12887,193,Dance/Electronic 40,2024-04-13,102,5
2933,14881,184,Latin Beats,2016-01-20,199,21
2934,7531,190,US Hot 100,2024-12-14,193,1
2935,2220,36,Alternative 50,2024-05-26,73,39
2936,11546,147,Urban Chart,2024-07-28,44,39
2937,14052,60,Dance/Electronic 40,2021-12-29,191,14
2938,13808,246,Urban Chart,2021-07-07,161,51
2939,1917,170,APAC Pulse,2022-02-28,28,12
2940,374,92,Latin Beats,2023-10-27,79,22
2941,3507,203,APAC Pulse,2020-08-19,55,10
2942,4022,39,US Hot 100,2024-12-22,85,40
2943,6044,92,APAC Pulse,2022-02-11,24,25
2944,8081,43,APAC Pulse,2024-10-26,162,3
2945,2031,74,US Hot 100,2023-07-29,81,3
2946,9505,82,Dance/Electronic 40,2019-12-11,165,19
2947,11425,30,EU Top 200,2023-06-10,19,51
2948,2830,134,EU Top 200,2020-07-22,158,19
2949,1475,111,EU Top 200,2024-06-05,117,37
2950,13919,60,Dance/Electronic 40,2016-04-27,142,49
2951,4164,183,Dance/Electronic 40,2020-10-31,35,21
2952,2922,119,EU Top 200,2018-05-27,165,49
2953,14434,37,Alternative 50,2021-08-04,119,43
2954,1366,31,Dance/Electronic 40,2023-05-09,111,9
2955,4215,57,EU Top 200,2021-12-28,162,31
2956,5677,174,Alternative 50,2023-10-12,54,8
2957,10051,136,Global Weekly,2024-03-30,198,33
2958,8991,188,Dance/Electronic 40,2023-11-18,113,19
2959,1745,52,Alternative 50,2019-06-15,69,52
2960,1567,232,Dance/Electronic 40,2022-11-04,142,44
2961,2681,72,Urban Chart,2023-01-16,100,45
2962,8886,166,US Hot 100,2023-02-18,29,27
2963,7523,108,Latin Beats,2023-01-23,104,27
2964,5470,88,Alternative 50,2024-01-19,26,17
2965,225,225,Dance/Electronic 40,2024-02-14,24,21
2966,2703,228,APAC Pulse,2019-03-03,156,9
2967,4300,50,Urban Chart,2023-11-01,46,11
2968,1375,74,Alternative 50,2023-04-15,191,13
2969,12147,227,US Hot 100,2023-11-06,195,38
2970,14135,43,APAC Pulse,2023-01-01,130,37
2971,1109,86,Latin Beats,2020-01-20,194,10
2972,8101,71,Urban Chart,2022-05-06,176,45
2973,14047,97,Alternative 50,2020-04-14,162,26
2974,1587,41,APAC Pulse,2021-01-13,69,48
2975,6186,134,APAC Pulse,2019-11-13,194,38
2976,795,19,Global Weekly,2024-11-10,27,24
2977,7762,236,EU Top 200,2024-08-18,119,39
2978,10223,199,Dance/Electronic 40,2020-09-01,93,30
2979,146,146,US Hot 100,2016-02-10,162,40
2980,13398,195,Dance/Electronic 40,2022-01-12,41,35
2981,2711,134,Latin Beats,2024-09-01,73,34
2982,12459,23,Global Weekly,2016-08-10,114,22
2983,11651,198,Global Weekly,2019-12-12,81,14
2984,3275,135,Alternative 50,2019-03-27,46,52
2985,1758,22,Urban Chart,2018-04-11,113,30
2986,4048,160,Alternative 50,2023-02-18,137,20
2987,2865,217,APAC Pulse,2024-09-27,39,24
2988,4889,33,Global Weekly,2024-03-04,30,34
2989,12476,125,EU Top 200,2023-07-12,4,15
2990,12895,236,Global Weekly,2024-05-25,200,51
2991,14751,100,Alternative 50,2024-10-20,121,49
2992,7339,4,Dance/Electronic 40,2021-08-30,165,52
2993,622,45,Alternative 50,2019-07-17,179,5
2994,1722,216,US Hot 100,2020-09-02,33,43
2995,5720,46,Global Weekly,2022-04-13,52,44
2996,10814,221,Latin Beats,2024-07-03,46,50
2997,402,95,Alternative 50,2023-05-23,28,26
2998,9307,76,Dance/Electronic 40,2022-08-01,23,42
2999,5090,84,APAC Pulse,2023-01-28,191,10
3000,2794,97,Urban Chart,2023-02-21,114,26
3001,4875,177,Global Weekly,2022-01-06,3,3
3002,12871,32,Dance/Electronic 40,2019-04-29,65,31
3003,4375,85,Latin Beats,2024-09-18,39,13
3004,653,153,APAC Pulse,2020-12-14,30,5
3005,11517,15,Alternative 50,2015-03-04,42,42
3006,813,131,US Hot 100,2016-06-29,52,11
3007,2994,230,Global Weekly,2024-09-29,80,17
3008,7958,237,Latin Beats,2024-07-14,94,11
3009,13955,113,APAC Pulse,2018-03-14,18,13
3010,3583,26,Latin Beats,2015-08-05,173,26
3011,8154,199,Global Weekly,2019-08-12,102,12
3012,5209,190,US Hot 100,2023-12-02,136,45
3013,10436,48,Alternative 50,2017-12-06,20,5
3014,7704,111,Latin Beats,2017-06-28,196,32
3015,4481,170,Alternative 50,2018-01-28,112,21
3016,14724,180,Urban Chart,2024-08-15,32,12
3017,3431,208,US Hot 100,2023-02-23,10,25
3018,14364,92,Global Weekly,2022-07-25,195,42
3019,6845,214,APAC Pulse,2023-04-28,132,6
3020,13914,204,Latin Beats,2024-12-01,119,39
3021,3107,25,US Hot 100,2021-10-13,80,4
3022,14451,247,Global Weekly,2022-10-25,86,40
3023,6901,152,Dance/Electronic 40,2022-11-01,117,22
3024,10062,35,Urban Chart,2022-03-31,66,19
3025,10994,164,US Hot 100,2020-10-08,91,12
3026,10231,152,APAC Pulse,2024-02-11,193,39
3027,8921,56,US Hot 100,2024-02-22,122,26
3028,9975,62,EU Top 200,2023-09-15,37,15
3029,854,6,US Hot 100,2022-05-20,188,38
3030,8883,162,Dance/Electronic 40,2022-08-02,8,49
3031,10349,173,Latin Beats,2023-09-21,166,28
3032,6250,141,Alternative 50,2021-06-17,5,47
3033,12935,32,Global Weekly,2020-04-30,152,22
3034,139,139,APAC Pulse,2021-07-29,106,34
3035,1201,94,Latin Beats,2023-08-22,62,40
3036,1583,100,APAC Pulse,2020-07-02,160,31
3037,8317,69,Global Weekly,2024-09-13,101,51
3038,10367,50,APAC Pulse,2024-05-05,102,49
3039,504,206,Alternative 50,2024-12-30,20,41
3040,13036,42,Urban Chart,2017-08-30,38,39
3041,4999,173,Dance/Electronic 40,2019-04-08,31,40
3042,6201,19,Urban Chart,2020-02-24,133,33
3043,12874,172,Alternative 50,2020-05-09,92,9
3044,10095,180,Latin Beats,2021-02-18,32,14
3045,6213,147,Global Weekly,2024-05-05,187,37
3046,11707,153,Latin Beats,2019-06-24,180,25
3047,4395,86,EU Top 200,2018-10-10,111,48
3048,8089,188,APAC Pulse,2024-01-21,95,9
3049,11918,217,Global Weekly,2022-11-25,78,34
3050,12217,126,Global Weekly,2020-01-21,180,26
3051,9164,65,Global Weekly,2024-06-29,112,34
3052,4509,53,Urban Chart,2021-04-26,159,37
3053,11811,61,Global Weekly,2024-10-12,169,33
3054,10538,168,EU Top 200,2024-07-28,61,45
3055,8017,132,Dance/Electronic 40,2022-12-08,134,40
3056,11362,1,US Hot 100,2021-07-28,183,16
3057,10117,147,Alternative 50,2023-08-01,121,14
3058,9803,40,US Hot 100,2018-11-28,23,18
3059,8611,160,APAC Pulse,2022-09-30,188,52
3060,12320,99,Dance/Electronic 40,2024-05-05,141,19
3061,9011,246,Global Weekly,2018-03-14,126,30
3062,1015,54,Urban Chart,2022-10-01,111,46
3063,13395,108,EU Top 200,2021-04-15,30,25
3064,9802,29,Dance/Electronic 40,2021-07-12,98,41
3065,3518,15,EU Top 200,2016-07-13,169,34
3066,3647,148,Global Weekly,2024-07-14,133,43
3067,11239,108,Latin Beats,2020-09-08,140,48
3068,8752,64,Urban Chart,2021-08-11,35,24
3069,9162,134,US Hot 100,2021-08-02,174,12
3070,7445,196,Latin Beats,2023-07-01,156,40
3071,11477,162,Urban Chart,2019-04-28,148,19
3072,10758,49,EU Top 200,2022-01-05,169,7
3073,2905,35,APAC Pulse,2018-01-31,27,52
3074,5225,111,US Hot 100,2024-07-24,86,4
3075,6982,66,EU Top 200,2023-06-11,55,6
3076,8700,136,Urban Chart,2023-11-01,39,18
3077,2580,100,Alternative 50,2020-04-26,174,28
3078,4107,196,Urban Chart,2024-09-28,185,8
3079,9878,40,APAC Pulse,2021-04-21,74,24
3080,6470,173,Urban Chart,2024-04-14,97,43
3081,4634,190,Urban Chart,2024-08-04,185,21
3082,11942,197,EU Top 200,2021-03-25,100,24
3083,11845,197,APAC Pulse,2020-01-29,54,17
3084,2059,173,Alternative 50,2021-04-29,107,10
3085,4740,91,Alternative 50,2015-06-03,34,30
3086,4440,207,Latin Beats,2021-04-26,118,39
3087,12245,242,EU Top 200,2024-12-27,100,26
3088,2892,111,EU Top 200,2024-11-06,114,51
3089,2223,93,Alternative 50,2023-02-01,161,9
3090,2394,228,Latin Beats,2016-12-07,99,26
3091,12089,51,APAC Pulse,2015-03-04,76,33
3092,93,93,Global Weekly,2023-02-18,19,18
3093,4724,159,Alternative 50,2024-10-20,6,3
3094,12479,38,Global Weekly,2022-05-25,103,36
3095,10716,78,EU Top 200,2022-07-06,144,37
3096,8059,118,US Hot 100,2020-01-01,155,7
3097,7051,219,Latin Beats,2022-10-28,52,33
3098,6699,198,Urban Chart,2021-09-21,191,14
3099,5472,177,APAC Pulse,2021-01-31,169,15
3100,9171,84,US Hot 100,2021-11-11,189,13
3101,1945,188,Dance/Electronic 40,2024-09-15,176,9
3102,2103,86,Alternative 50,2024-09-01,74,27
3103,13945,46,APAC Pulse,2021-11-15,155,18
3104,13131,26,Dance/Electronic 40,2023-03-08,134,46
